dataset,dataset_revision,training_seed,behavior_step,target_step,pair_purpose,overlap_band,representative_rank,estimator,estimate,estimate_status,online_reference,signed_error,absolute_error,ope_ci_low,ope_ci_high,online_ci_low,online_ci_high,signed_error_ci_low,signed_error_ci_high,absolute_error_ci_low,absolute_error_ci_high,bootstrap_reps,bootstrap_nonfinite_fraction,n_prompts,K,L,median_prompt_ess,median_prompt_relative_ess,p10_prompt_relative_ess,mean_d2,median_d2,mean_max_normalized_weight,p90_max_normalized_weight,tokenwise_kl_proxy,mean_abs_log_weight,mean_log_weight,sd_log_weight,mean_completion_length,truncation_rate,gate_kind,gate_tolerance,gate_diagnostic,gate_threshold,gate_decision,gate_accepted,gate_reliable,gate_false_accept,gate_false_reject
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,260,fixed,low_overlap,2,prompt_wis,0.1592650369191123,ok,0.174625,-0.01535996308088769,0.01535996308088769,0.1386519734250647,0.18006402006393177,0.1555,0.194003125,-0.028978296691418964,-0.0013047097693036128,0.002081144901848988,0.028978296691418964,2000,0.0,1000,16,8,2.2704629976212143,0.1419039373513259,0.0625179136379762,0.17336970530583767,1.6397776813185798,0.5877852455689854,0.9998567116074951,0.14500711176592015,12.771666307075387,-12.274933577485509,2.3899905014067624,84.6505625,0.433375,primary_ress,0.05,median_prompt_relative_ess,0.12239330421733255,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,260,fixed,low_overlap,2,prompt_wis,0.1592650369191123,ok,0.174625,-0.01535996308088769,0.01535996308088769,0.1386519734250647,0.18006402006393177,0.1555,0.194003125,-0.028978296691418964,-0.0013047097693036128,0.002081144901848988,0.028978296691418964,2000,0.0,1000,16,8,2.2704629976212143,0.1419039373513259,0.0625179136379762,0.17336970530583767,1.6397776813185798,0.5877852455689854,0.9998567116074951,0.14500711176592015,12.771666307075387,-12.274933577485509,2.3899905014067624,84.6505625,0.433375,kl_baseline,0.01,tokenwise_kl_proxy,0.11820255104644571,refresh,False,False,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,260,fixed,low_overlap,2,prompt_wis,0.1592650369191123,ok,0.174625,-0.01535996308088769,0.01535996308088769,0.1386519734250647,0.18006402006393177,0.1555,0.194003125,-0.028978296691418964,-0.0013047097693036128,0.002081144901848988,0.028978296691418964,2000,0.0,1000,16,8,2.2704629976212143,0.1419039373513259,0.0625179136379762,0.17336970530583767,1.6397776813185798,0.5877852455689854,0.9998567116074951,0.14500711176592015,12.771666307075387,-12.274933577485509,2.3899905014067624,84.6505625,0.433375,kl_baseline,0.02,tokenwise_kl_proxy,0.11820255104644571,refresh,False,True,False,True
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,260,fixed,low_overlap,2,prompt_wis,0.1592650369191123,ok,0.174625,-0.01535996308088769,0.01535996308088769,0.1386519734250647,0.18006402006393177,0.1555,0.194003125,-0.028978296691418964,-0.0013047097693036128,0.002081144901848988,0.028978296691418964,2000,0.0,1000,16,8,2.2704629976212143,0.1419039373513259,0.0625179136379762,0.17336970530583767,1.6397776813185798,0.5877852455689854,0.9998567116074951,0.14500711176592015,12.771666307075387,-12.274933577485509,2.3899905014067624,84.6505625,0.433375,kl_baseline,0.05,tokenwise_kl_proxy,0.11820255104644571,refresh,False,True,False,True
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,180,fixed,low_overlap,3,is,0.15906905214550116,ok,0.16075,-0.0016809478544988488,0.0016809478544988488,0.13574392446616967,0.18202899627975916,0.14425,0.17775,-0.018210122531293817,0.015401522344817875,0.00023522137321202593,0.019846768723087327,2000,0.0,1000,16,8,2.43236547671579,0.15202284229473687,0.06263027353903704,0.521702260353738,1.6180441132488879,0.5669354985451479,0.9989592756808233,0.1138084379420976,10.147128431560532,-9.633948289044906,1.9102522349677158,84.6505625,0.433375,not_applicable,,,,,,,,
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,180,fixed,low_overlap,3,prompt_wis,0.14904933782790186,ok,0.16075,-0.011700662172098142,0.011700662172098142,0.1299090244701939,0.16927293316094993,0.143496875,0.17850312499999998,-0.024279006007829503,0.0016315663704369564,0.0009941327857636343,0.024279006007829482,2000,0.0,1000,16,8,2.43236547671579,0.15202284229473687,0.06263027353903704,0.521702260353738,1.6180441132488879,0.5669354985451479,0.9989592756808233,0.1138084379420976,10.147128431560532,-9.633948289044906,1.9102522349677158,84.6505625,0.433375,primary_ress,0.01,median_prompt_relative_ess,0.12239330421733255,accept,True,False,True,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,180,fixed,low_overlap,3,prompt_wis,0.14904933782790186,ok,0.16075,-0.011700662172098142,0.011700662172098142,0.1299090244701939,0.16927293316094993,0.143496875,0.17850312499999998,-0.024279006007829503,0.0016315663704369564,0.0009941327857636343,0.024279006007829482,2000,0.0,1000,16,8,2.43236547671579,0.15202284229473687,0.06263027353903704,0.521702260353738,1.6180441132488879,0.5669354985451479,0.9989592756808233,0.1138084379420976,10.147128431560532,-9.633948289044906,1.9102522349677158,84.6505625,0.433375,primary_ress,0.02,median_prompt_relative_ess,0.12239330421733255,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,180,fixed,low_overlap,3,prompt_wis,0.14904933782790186,ok,0.16075,-0.011700662172098142,0.011700662172098142,0.1299090244701939,0.16927293316094993,0.143496875,0.17850312499999998,-0.024279006007829503,0.0016315663704369564,0.0009941327857636343,0.024279006007829482,2000,0.0,1000,16,8,2.43236547671579,0.15202284229473687,0.06263027353903704,0.521702260353738,1.6180441132488879,0.5669354985451479,0.9989592756808233,0.1138084379420976,10.147128431560532,-9.633948289044906,1.9102522349677158,84.6505625,0.433375,primary_ress,0.05,median_prompt_relative_ess,0.12239330421733255,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,180,fixed,low_overlap,3,prompt_wis,0.14904933782790186,ok,0.16075,-0.011700662172098142,0.011700662172098142,0.1299090244701939,0.16927293316094993,0.143496875,0.17850312499999998,-0.024279006007829503,0.0016315663704369564,0.0009941327857636343,0.024279006007829482,2000,0.0,1000,16,8,2.43236547671579,0.15202284229473687,0.06263027353903704,0.521702260353738,1.6180441132488879,0.5669354985451479,0.9989592756808233,0.1138084379420976,10.147128431560532,-9.633948289044906,1.9102522349677158,84.6505625,0.433375,kl_baseline,0.01,tokenwise_kl_proxy,0.11820255104644571,accept,True,False,True,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,180,fixed,low_overlap,3,prompt_wis,0.14904933782790186,ok,0.16075,-0.011700662172098142,0.011700662172098142,0.1299090244701939,0.16927293316094993,0.143496875,0.17850312499999998,-0.024279006007829503,0.0016315663704369564,0.0009941327857636343,0.024279006007829482,2000,0.0,1000,16,8,2.43236547671579,0.15202284229473687,0.06263027353903704,0.521702260353738,1.6180441132488879,0.5669354985451479,0.9989592756808233,0.1138084379420976,10.147128431560532,-9.633948289044906,1.9102522349677158,84.6505625,0.433375,kl_baseline,0.02,tokenwise_kl_proxy,0.11820255104644571,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,180,fixed,low_overlap,3,prompt_wis,0.14904933782790186,ok,0.16075,-0.011700662172098142,0.011700662172098142,0.1299090244701939,0.16927293316094993,0.143496875,0.17850312499999998,-0.024279006007829503,0.0016315663704369564,0.0009941327857636343,0.024279006007829482,2000,0.0,1000,16,8,2.43236547671579,0.15202284229473687,0.06263027353903704,0.521702260353738,1.6180441132488879,0.5669354985451479,0.9989592756808233,0.1138084379420976,10.147128431560532,-9.633948289044906,1.9102522349677158,84.6505625,0.433375,kl_baseline,0.05,tokenwise_kl_proxy,0.11820255104644571,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,120,fixed,medium_overlap,4,is,0.15558107693656023,ok,0.1485,0.007081076936560238,0.007081076936560238,0.13287132340848706,0.18011159218581335,0.13261874999999998,0.165375,-0.010848684506910233,0.024296311719112285,0.0003950475597490774,0.024296311719112285,2000,0.0,1000,16,8,2.2491389654521616,0.1405711853407601,0.06283425344870364,0.5421345938831978,1.5459043276143394,0.5826079503344813,0.9973334262338927,0.10168728376822879,9.09440241415548,-8.607885770077687,1.740532576071326,84.6505625,0.433375,not_applicable,,,,,,,,
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,120,fixed,medium_overlap,4,prompt_wis,0.14934641199052423,ok,0.1485,0.0008464119905242373,0.0008464119905242373,0.1298830191125954,0.16820404717692944,0.132125,0.166253125,-0.012928762903278747,0.013783604838717043,0.0001964725501106615,0.014972854520604302,2000,0.0,1000,16,8,2.2491389654521616,0.1405711853407601,0.06283425344870364,0.5421345938831978,1.5459043276143394,0.5826079503344813,0.9973334262338927,0.10168728376822879,9.09440241415548,-8.607885770077687,1.740532576071326,84.6505625,0.433375,primary_ress,0.01,median_prompt_relative_ess,0.12239330421733255,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,120,fixed,medium_overlap,4,prompt_wis,0.14934641199052423,ok,0.1485,0.0008464119905242373,0.0008464119905242373,0.1298830191125954,0.16820404717692944,0.132125,0.166253125,-0.012928762903278747,0.013783604838717043,0.0001964725501106615,0.014972854520604302,2000,0.0,1000,16,8,2.2491389654521616,0.1405711853407601,0.06283425344870364,0.5421345938831978,1.5459043276143394,0.5826079503344813,0.9973334262338927,0.10168728376822879,9.09440241415548,-8.607885770077687,1.740532576071326,84.6505625,0.433375,primary_ress,0.02,median_prompt_relative_ess,0.12239330421733255,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,120,fixed,medium_overlap,4,prompt_wis,0.14934641199052423,ok,0.1485,0.0008464119905242373,0.0008464119905242373,0.1298830191125954,0.16820404717692944,0.132125,0.166253125,-0.012928762903278747,0.013783604838717043,0.0001964725501106615,0.014972854520604302,2000,0.0,1000,16,8,2.2491389654521616,0.1405711853407601,0.06283425344870364,0.5421345938831978,1.5459043276143394,0.5826079503344813,0.9973334262338927,0.10168728376822879,9.09440241415548,-8.607885770077687,1.740532576071326,84.6505625,0.433375,primary_ress,0.05,median_prompt_relative_ess,0.12239330421733255,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,120,fixed,medium_overlap,4,prompt_wis,0.14934641199052423,ok,0.1485,0.0008464119905242373,0.0008464119905242373,0.1298830191125954,0.16820404717692944,0.132125,0.166253125,-0.012928762903278747,0.013783604838717043,0.0001964725501106615,0.014972854520604302,2000,0.0,1000,16,8,2.2491389654521616,0.1405711853407601,0.06283425344870364,0.5421345938831978,1.5459043276143394,0.5826079503344813,0.9973334262338927,0.10168728376822879,9.09440241415548,-8.607885770077687,1.740532576071326,84.6505625,0.433375,kl_baseline,0.01,tokenwise_kl_proxy,0.11820255104644571,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,120,fixed,medium_overlap,4,prompt_wis,0.14934641199052423,ok,0.1485,0.0008464119905242373,0.0008464119905242373,0.1298830191125954,0.16820404717692944,0.132125,0.166253125,-0.012928762903278747,0.013783604838717043,0.0001964725501106615,0.014972854520604302,2000,0.0,1000,16,8,2.2491389654521616,0.1405711853407601,0.06283425344870364,0.5421345938831978,1.5459043276143394,0.5826079503344813,0.9973334262338927,0.10168728376822879,9.09440241415548,-8.607885770077687,1.740532576071326,84.6505625,0.433375,kl_baseline,0.02,tokenwise_kl_proxy,0.11820255104644571,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,120,fixed,medium_overlap,4,prompt_wis,0.14934641199052423,ok,0.1485,0.0008464119905242373,0.0008464119905242373,0.1298830191125954,0.16820404717692944,0.132125,0.166253125,-0.012928762903278747,0.013783604838717043,0.0001964725501106615,0.014972854520604302,2000,0.0,1000,16,8,2.2491389654521616,0.1405711853407601,0.06283425344870364,0.5421345938831978,1.5459043276143394,0.5826079503344813,0.9973334262338927,0.10168728376822879,9.09440241415548,-8.607885770077687,1.740532576071326,84.6505625,0.433375,kl_baseline,0.05,tokenwise_kl_proxy,0.11820255104644571,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,20,fixed,medium_overlap,5,is,0.15704717857533265,ok,0.156625,0.0004221785753326657,0.0004221785753326657,0.13585608338094327,0.1788919720944085,0.13949687500000002,0.173,-0.014840027330082356,0.015089754085990965,0.00020792298216677565,0.01675433706693682,2000,0.0,1000,16,8,3.4643806409607416,0.21652379006004635,0.10028324861124317,1.1842320377847027,1.4457598884341625,0.42451543123934393,0.7782333347011875,0.032760750617999074,3.339460598102469,-2.773215967735844,0.7824293608051116,84.6505625,0.433375,not_applicable,,,,,,,,
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,20,fixed,medium_overlap,5,prompt_wis,0.1479995056321716,ok,0.156625,-0.00862549436782839,0.00862549436782839,0.1311832242367566,0.16590580054520063,0.141125,0.17375,-0.020660420646415902,0.002771938915735112,0.0005825449238346624,0.020660420646415902,2000,0.0,1000,16,8,3.4643806409607416,0.21652379006004635,0.10028324861124317,1.1842320377847027,1.4457598884341625,0.42451543123934393,0.7782333347011875,0.032760750617999074,3.339460598102469,-2.773215967735844,0.7824293608051116,84.6505625,0.433375,primary_ress,0.01,median_prompt_relative_ess,0.12239330421733255,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,20,fixed,medium_overlap,5,prompt_wis,0.1479995056321716,ok,0.156625,-0.00862549436782839,0.00862549436782839,0.1311832242367566,0.16590580054520063,0.141125,0.17375,-0.020660420646415902,0.002771938915735112,0.0005825449238346624,0.020660420646415902,2000,0.0,1000,16,8,3.4643806409607416,0.21652379006004635,0.10028324861124317,1.1842320377847027,1.4457598884341625,0.42451543123934393,0.7782333347011875,0.032760750617999074,3.339460598102469,-2.773215967735844,0.7824293608051116,84.6505625,0.433375,primary_ress,0.02,median_prompt_relative_ess,0.12239330421733255,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,20,fixed,medium_overlap,5,prompt_wis,0.1479995056321716,ok,0.156625,-0.00862549436782839,0.00862549436782839,0.1311832242367566,0.16590580054520063,0.141125,0.17375,-0.020660420646415902,0.002771938915735112,0.0005825449238346624,0.020660420646415902,2000,0.0,1000,16,8,3.4643806409607416,0.21652379006004635,0.10028324861124317,1.1842320377847027,1.4457598884341625,0.42451543123934393,0.7782333347011875,0.032760750617999074,3.339460598102469,-2.773215967735844,0.7824293608051116,84.6505625,0.433375,primary_ress,0.05,median_prompt_relative_ess,0.12239330421733255,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,20,fixed,medium_overlap,5,prompt_wis,0.1479995056321716,ok,0.156625,-0.00862549436782839,0.00862549436782839,0.1311832242367566,0.16590580054520063,0.141125,0.17375,-0.020660420646415902,0.002771938915735112,0.0005825449238346624,0.020660420646415902,2000,0.0,1000,16,8,3.4643806409607416,0.21652379006004635,0.10028324861124317,1.1842320377847027,1.4457598884341625,0.42451543123934393,0.7782333347011875,0.032760750617999074,3.339460598102469,-2.773215967735844,0.7824293608051116,84.6505625,0.433375,kl_baseline,0.01,tokenwise_kl_proxy,0.11820255104644571,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,20,fixed,medium_overlap,5,prompt_wis,0.1479995056321716,ok,0.156625,-0.00862549436782839,0.00862549436782839,0.1311832242367566,0.16590580054520063,0.141125,0.17375,-0.020660420646415902,0.002771938915735112,0.0005825449238346624,0.020660420646415902,2000,0.0,1000,16,8,3.4643806409607416,0.21652379006004635,0.10028324861124317,1.1842320377847027,1.4457598884341625,0.42451543123934393,0.7782333347011875,0.032760750617999074,3.339460598102469,-2.773215967735844,0.7824293608051116,84.6505625,0.433375,kl_baseline,0.02,tokenwise_kl_proxy,0.11820255104644571,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,0,20,fixed,medium_overlap,5,prompt_wis,0.1479995056321716,ok,0.156625,-0.00862549436782839,0.00862549436782839,0.1311832242367566,0.16590580054520063,0.141125,0.17375,-0.020660420646415902,0.002771938915735112,0.0005825449238346624,0.020660420646415902,2000,0.0,1000,16,8,3.4643806409607416,0.21652379006004635,0.10028324861124317,1.1842320377847027,1.4457598884341625,0.42451543123934393,0.7782333347011875,0.032760750617999074,3.339460598102469,-2.773215967735844,0.7824293608051116,84.6505625,0.433375,kl_baseline,0.05,tokenwise_kl_proxy,0.11820255104644571,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,200,260,rolling,high_overlap,6,is,0.17273159408770766,ok,0.174625,-0.0018934059122923397,0.0018934059122923397,0.15457418303263162,0.1915396015606241,0.155996875,0.19375,-0.008471698199553467,0.0045370404132279805,0.00012914489632542825,0.008471698199553464,2000,0.0,1000,16,8,15.188440425303707,0.9492775265814817,0.8215840820508807,0.07952566710085648,0.04847924961900474,0.09066523724842032,0.11745942193540379,0.006381366284821169,0.24164181205356242,-0.057947193055497025,0.11671362340206912,9.0806875,0.0,not_applicable,,,,,,,,
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,200,260,rolling,high_overlap,6,prompt_wis,0.1727815174968277,ok,0.174625,-0.001843482503172289,0.001843482503172289,0.1537743422850515,0.19155244246824457,0.15587187500000002,0.19412812499999998,-0.008383231747951173,0.004225507677893286,0.00014793467942636335,0.008388327453547343,2000,0.0,1000,16,8,15.188440425303707,0.9492775265814817,0.8215840820508807,0.07952566710085648,0.04847924961900474,0.09066523724842032,0.11745942193540379,0.006381366284821169,0.24164181205356242,-0.057947193055497025,0.11671362340206912,9.0806875,0.0,primary_ress,0.01,median_prompt_relative_ess,0.12239330421733255,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,200,260,rolling,high_overlap,6,prompt_wis,0.1727815174968277,ok,0.174625,-0.001843482503172289,0.001843482503172289,0.1537743422850515,0.19155244246824457,0.15587187500000002,0.19412812499999998,-0.008383231747951173,0.004225507677893286,0.00014793467942636335,0.008388327453547343,2000,0.0,1000,16,8,15.188440425303707,0.9492775265814817,0.8215840820508807,0.07952566710085648,0.04847924961900474,0.09066523724842032,0.11745942193540379,0.006381366284821169,0.24164181205356242,-0.057947193055497025,0.11671362340206912,9.0806875,0.0,primary_ress,0.02,median_prompt_relative_ess,0.12239330421733255,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,200,260,rolling,high_overlap,6,prompt_wis,0.1727815174968277,ok,0.174625,-0.001843482503172289,0.001843482503172289,0.1537743422850515,0.19155244246824457,0.15587187500000002,0.19412812499999998,-0.008383231747951173,0.004225507677893286,0.00014793467942636335,0.008388327453547343,2000,0.0,1000,16,8,15.188440425303707,0.9492775265814817,0.8215840820508807,0.07952566710085648,0.04847924961900474,0.09066523724842032,0.11745942193540379,0.006381366284821169,0.24164181205356242,-0.057947193055497025,0.11671362340206912,9.0806875,0.0,primary_ress,0.05,median_prompt_relative_ess,0.12239330421733255,accept,True,True,False,False
SVAMP,689d7ccac74b9983a2ac7cc3b264f441b99e7c53,20260826,200,260,rolling,high_overlap,6,prompt_wis,0.1727815174968277,ok,0.174625,-0.001843482503172289,0.001843482503172289,0.1537743422850515,0.19155244246824457,0.15587187500000002,0.19412812499999998,-0.008383231747951173,0.004225507677893286,0.00014793467942636335,0.008388327453547343,2000,0.0,1000,16,8,15.188440425303707,0.9492775265814817,0.8215840820508807,0.07952566710085648,0.04847924961900474,0.09066523724842032,0.11745942193540379,0.006381366284821169,0.24164181205356242,-0.057947193055497025,0.11671362340206912,9.0806875,0.0,kl_baseline,0.01,tokenwise_kl_proxy,0.11820255104644571,accept,True,True,False,False
