split,training_seed,target_step,old_behavior_step,recent_behavior_step,K,n_prompts,online_reference,alpha_favorable_direction,old_median_relative_ess,recent_median_relative_ess,old_mean_alpha,recent_mean_alpha,delta_mean_alpha_recent_minus_old,old_median_alpha,recent_median_alpha,old_mean_A_proxy,recent_mean_A_proxy,delta_mean_A_proxy_recent_minus_old,mean_delta_log_kappa2_recent_minus_old,geometric_kappa2_ratio_recent_over_old,mean_delta_log_A_proxy_recent_minus_old,geometric_A_proxy_ratio_recent_over_old,mean_delta_log_m2_proxy_recent_minus_old,geometric_m2_proxy_ratio_recent_over_old,log_mean_m2_proxy_old,log_mean_m2_proxy_recent,aggregate_m2_proxy_ratio_recent_over_old,fraction_prompts_overlap_channel_favorable,fraction_prompts_reward_proxy_channel_favorable,fraction_prompts_combined_proxy_favorable,fraction_prompts_alpha_moves_favorable,raw_old_pair_id,raw_recent_pair_id
development,20260826,320,0,300,16,1473,0.054226069246435846,lower_alpha_favorable,0.12273646009331747,0.9984032425334732,0.049534562107169486,0.05261887201139808,0.003084309904228595,0.0,0.0,0.047102899503258244,0.0498527094025985,0.002749809899340254,0.7672345945135882,2.1538018751011307,0.674271446325106,1.96260259364601,1.4415060408386942,4.227057146273119,-0.011562084945584417,-2.995505204375207,0.05059294600464413,0.7399864222674813,0.17040054310930075,0.5974202308214528,0.1934826883910387,ff202547e2ba1cd94b8f0c9465aee03248a92517625f91ce96b997df43f47128,603624f3a0496cbe1ea9f4d5c30b4d6dd3e3e34d953c4444b29759a4b9492268
development,20260826,340,0,300,16,1473,0.05482009504412763,lower_alpha_favorable,0.12291669262544083,0.9977434216813997,0.049454665147718346,0.053024654863281916,0.0035699897155635693,0.0,0.0,0.04703768908081867,0.05021626444535474,0.003178575364536071,0.7910651753952944,2.2057446803444756,0.6708845331230752,1.9559666729983611,1.4619497085183695,4.3143630838972165,0.0033811595216723944,-2.984181541831843,0.05041015171084138,0.7406653088934148,0.17175831636116767,0.5987780040733197,0.19484046164290564,3d0375d04663737fcb2e5119e062a0caecb11b158c500c52232bde625d70db0e,d767351ce6302a995d837d61be1da89ddc0232564011ad5f3e091f67cd5477fd
development,20260826,360,0,300,16,1473,0.05482009504412763,lower_alpha_favorable,0.12280562141489967,0.9964861585298493,0.04941373789406804,0.053160651823006104,0.003746913928938063,0.0,0.0,0.047001249099038384,0.05033735067256334,0.0033361015735249577,0.8261447614159249,2.2844944701339664,0.6703882665417507,1.9549962329227735,1.4965330279576754,4.466178083244811,0.007159070547389845,-2.977790646294075,0.05054204489889696,0.7393075356415478,0.17175831636116767,0.5974202308214528,0.19484046164290564,d1bab5b0c229b0970500d406a7832ff1dd89727f7bc15f7ec905c2aee2442476,3fee725cb6fd18af33b2e2c191c2bd49782759e63eee81786bdba0608f718c4e
development,20260826,380,0,300,16,1473,0.05023761031907671,lower_alpha_favorable,0.12279267469065816,0.9961633198264762,0.0493827458722609,0.05312710988772156,0.0037443640154606606,0.0,0.0,0.04694482107559904,0.05031296929045672,0.0033681482148576816,0.8260887801863459,2.284366584904182,0.7072829037044943,2.028472209821765,1.53337168389084,4.633774134523583,0.006763989779359214,-2.977319526054945,0.05058584343552208,0.7393075356415478,0.17175831636116767,0.5940257976917854,0.19484046164290564,710e329b3f21cb99aad86845d14bfb061febc621fa14884570f111c4de59c695,e6d078af92bfb26a0da10d6072b7131cc1e9c96956c64579a7b5b7a345271fae
development,20260826,400,0,300,16,1473,0.053250169721656485,lower_alpha_favorable,0.12281351008567468,0.9961446329415931,0.04936844917828902,0.053071248417962284,0.003702799239673267,0.0,0.0,0.04694627315839651,0.050254723022154134,0.003308449863757626,0.8158023882259655,2.2609891357631318,0.6828894840740576,1.9795894685133806,1.4986918723000229,4.4758302815798645,0.003817080060024125,-2.9781749970276703,0.05069175133985596,0.7393075356415478,0.17175831636116767,0.5960624575695859,0.19484046164290564,1eb9fdbaf911b4275943417cd926b0a3275128489b7ba2a8b3b419d4da840d0e,c06130e24e9acccbaab4908bd14d3792a4cebb22f588f5d053eedf43520f8cd7
development,20260827,120,0,100,16,1473,0.05201968771215207,lower_alpha_favorable,0.1334797038568743,0.9941950242288224,0.055429772644686556,0.05029875413604855,-0.005131018508638008,0.0,0.0,0.05236894162849202,0.04777175108078325,-0.004597190547708768,-0.6064766039839474,0.5452686859921269,0.6377796377329675,1.892274676095892,0.031303033749020145,1.0317981261709845,-0.6216908066721993,-3.0255211136934896,0.09037114030009996,0.803122878479294,0.1975560081466395,0.6408689748811949,0.20027155465037338,dd75556317ec76f6f9e3501b9e3d755979b6992570373f9f12f334af1fb44465,c243936e81b3075e604f4434f749a400472940f3c780b8d6f12abf20e0d89840
development,20260827,140,0,100,16,1473,0.053038017651052274,lower_alpha_favorable,0.1293367329056674,0.9633644342497821,0.056777275376016435,0.053394775564929185,-0.00338249981108725,0.0,0.0,0.05356759842522614,0.05054390078350914,-0.003023697641716998,-0.488198808115628,0.6137308462402158,0.6207176332269488,1.8602625491618012,0.13251882511132082,1.1417005085260534,-0.5223447904798837,-2.9190318781597817,0.0910189922971032,0.791581805838425,0.19619823489477256,0.6374745417515275,0.19891378139850646,6d49665b6111d35ad2df4f8f7e385af37703fc02d39bb0e76994b9c20355a66d,9a6b704db2a1cb98533d2e409edc897e4889b0246458c1f21a7eb2a53c52b396
development,20260827,160,0,100,16,1473,0.05269857433808554,lower_alpha_favorable,0.12818686897148793,0.9549840617382179,0.05673591923846898,0.05308971920444761,-0.0036462000340213713,0.0,0.0,0.05353325486047955,0.050271353913547,-0.0032619009469325513,-0.42064381284451036,0.6566239407751008,0.6101636374136117,1.8407325868578106,0.18951982456910127,1.208669085095721,-0.5087708081144857,-2.9087957201460526,0.09071569334904644,0.7841140529531568,0.19484046164290564,0.6320434487440597,0.19891378139850646,ed340e873a2f232fe1e82be602198b42a30ebebe6026d3182f2077958a25c65e,e32edc1def1c7c2d771e898333ce39cf5edacbc7c5e007827f35b834835e9db0
development,20260827,180,0,100,16,1473,0.05821452817379497,lower_alpha_favorable,0.12947421848487292,0.9403690567326656,0.05653859432239828,0.05300011548738659,-0.0035384788350116894,0.0,0.0,0.05334479042871981,0.05021829334537445,-0.0031264970833453642,-0.3924997695822976,0.6753665019689643,0.5611117756886154,1.7526199377768874,0.16861200610631777,1.1836607966574404,-0.5100635076747668,-2.8765575544362,0.09380904052399834,0.7834351663272233,0.1955193482688391,0.6381534283774609,0.19823489477257297,c9f0805d0a1e55373fed2fdb9f6036b96528582f8cc447878ddf2bba76c1a377,bc8cabd28cccdbed8e504c32e96a9c8755878c4f8f201e8224a94c9f7e82c548
development,20260827,200,0,100,16,1473,0.05216819416157502,lower_alpha_favorable,0.13233780341465187,0.9348545595140082,0.056243198212912376,0.05259946870348208,-0.003643729509430295,0.0,0.0,0.053096506525713835,0.049832950593323995,-0.0032635559323898403,-0.4415610727991147,0.6430318176780879,0.6032012406404035,1.8279611876002793,0.16164016784128887,1.175437205107604,-0.5554877321847034,-2.866899894321106,0.09912117750549695,0.791581805838425,0.19619823489477256,0.6354378818737271,0.19891378139850646,dea05c8bc5604e74c5607c6f007fc4ccc5926c89b5b29ac37035f5446b05eaf1,7783556ad099da58a6de84d99714c53493aaad3016a7a785816e460bebf59fba
development,20260827,220,0,200,16,1473,0.050492192803801766,lower_alpha_favorable,0.13130097603018964,0.9877774932616625,0.05535186867723635,0.0501191747172928,-0.005232693959943552,0.0,0.0,0.052311655760769175,0.04760738218544314,-0.004704273575326039,-0.4714119002412263,0.6241204500954903,0.6008951132350353,1.8237505332284256,0.129483212993809,1.1382400036604157,-0.5520038871708408,-3.004462637833793,0.08608167271469552,0.7942973523421588,0.20977596741344195,0.6340801086218602,0.21249151391717583,5daf1dd9e628030163f3491fcf284634d7d4a30f13e5600a4966aefbbda795be,c8c93205e307413dcd04bc185ff98fc66bbd04c929ecf7685cc108749ab1828d
development,20260827,240,0,200,16,1473,0.050746775288526814,lower_alpha_favorable,0.12575727144876972,0.9710118637709748,0.055631051197122326,0.05134334837393283,-0.004287702823189493,0.0,0.0,0.05256009349097677,0.048707564851132035,-0.0038525286398447336,-0.2650034787414628,0.7672032810693492,0.5954575540928768,1.813860694502709,0.3304540753514141,1.3915998762252069,-0.45936750133782667,-2.9567970633877483,0.08229626442598934,0.769857433808554,0.20638153428377462,0.6225390359809911,0.21181262729124237,2055e1e2c93b41f0f5d36c1f9e928e912ed296d69009e3a96a99ec5f02727c13,1a46fb97dbc1087cafbc713e7c925f203181381a38191a16f87a279ac6ebbf34
development,20260827,260,0,200,16,1473,0.05108621860149355,lower_alpha_favorable,0.12468588735910534,0.9262788532393766,0.05576822765356769,0.05299814536343975,-0.0027700822901279426,0.0,0.0,0.05268005364671125,0.05019299741541851,-0.0024870562312927433,0.07805584734789818,1.0811830381893248,0.5726490842089176,1.7729575497763617,0.6507049315568157,1.9168916302479078,-0.2859786660233077,-2.8130598992403897,0.07989186603418119,0.7359131025118805,0.2023082145281738,0.604887983706721,0.21249151391717583,ac511aa387c3c694377412fe341e1f107a6610944ac170a678d932d7dccb6381,232f24fd8af04340ed3016d2fcdd78421f023431e78f9e7991e6160be0b28726
development,20260827,280,0,200,16,1473,0.05201968771215207,lower_alpha_favorable,0.12380677221725431,0.8878723354724762,0.05474672359109953,0.050990381165742116,-0.003756342425357412,0.0,0.0,0.05175695657182434,0.04839142166628093,-0.0033655349055434075,0.284619469332418,1.3292561091541335,0.5343824218620786,1.706394085093876,0.8190018911944966,2.268234762235513,-0.2565093108833878,-2.7140984373650427,0.08564117231505733,0.7196198234894773,0.2023082145281738,0.6028513238289206,0.2152070604209097,790a2cef8df6707f2c4bab8925fa2fa1caaa769a3d298f14c08960625c670c1c,fbad71339f2d515edae9c9064eced9d97a0de5416890958db7efd37ad8522b3d
development,20260827,300,0,200,16,1473,0.04917684996605567,lower_alpha_favorable,0.1237148453657478,0.8737968616180327,0.05446103259374294,0.04990143488204843,-0.004559597711694514,0.0,0.0,0.05152295110860896,0.0474118067020616,-0.004111144406547362,0.34829398324436056,1.4166486594973169,0.5359356029504445,1.7090464834103811,0.8842295861948051,2.42111840974192,-0.2808192534638163,-2.683412513875318,0.09048300278812159,0.7107942973523421,0.20298710115410726,0.5974202308214528,0.2158859470468432,76bfce29463768f5161f87387da77070fcd05ce21104e7187623e2c9fa02df19,de5e7be0df4320fe225865708d779e3689a93dd7ae066fca86805e53faad2eab
development,20260827,320,0,300,16,1473,0.051171079429735235,lower_alpha_favorable,0.12439088808659322,0.997680441138962,0.05421883301566796,0.05169094059815248,-0.0025278924175154843,0.0,0.0,0.05128843996400764,0.049019257513865176,-0.0022691824501424665,0.098874329550111,1.1039275597682376,0.6778336191657727,1.9696061899065491,0.7767079487158837,2.174302554927953,-0.30879973597709043,-3.0124787085689553,0.06695871975103723,0.736591989137814,0.1975560081466395,0.5940257976917854,0.20706042090970808,a13962aee9be2717016639f47eecf60df23505434378aee9103a5c0cec7b4976,f4ad2595d1b92174b9756ba816c140a32e8f824582d01d8996ef0e14c170c33b
development,20260827,340,0,300,16,1473,0.04989816700610998,lower_alpha_favorable,0.12390108080567376,0.9967510472927562,0.0543996109063265,0.05282453930404747,-0.0015750716022790295,0.0,0.0,0.05146055623675359,0.05004267100618876,-0.0014178852305648248,0.14773296523033494,1.1592033074411128,0.691793568631936,1.9972946075827873,0.8395265338622709,2.3152705150442667,-0.2733867052784431,-2.988974308155343,0.06616606221351136,0.7413441955193483,0.1955193482688391,0.594704684317719,0.20773930753564154,1b86e64bf088a254257f2eac603400a5cdd831725a3f317fefc15788830e492c,00c5185f3c970b91d1697b30763dabd47021538f17c0ede73686a0df25ee6ea8
development,20260827,360,0,300,16,1473,0.04998302783435166,lower_alpha_favorable,0.12446999905218628,0.9938024734434275,0.0544071828091077,0.053391367371056445,-0.0010158154380512582,0.0,0.0,0.05146661441512469,0.050552346039702795,-0.0009142683754218978,0.11774365791961364,1.1249557009183384,0.6922591044861698,1.9982246362981446,0.8100027624057834,2.247914196319071,-0.2894369473342042,-2.9744007516217366,0.06822366335573006,0.748133061778683,0.1955193482688391,0.5974202308214528,0.20706042090970808,ba53a962ccf804d221f74112bbe6f8ec0f3df86275f1ea4ff8794ef61c3dc70b,68c45b27956343ab3b5731b46a840bccb5e0050076f3c58c859769a5e9802e45
development,20260827,380,0,300,16,1473,0.05337746096401901,lower_alpha_favorable,0.12495711677478655,0.9914510045761254,0.05454468233946626,0.05394905065518471,-0.0005956316842815473,0.0,0.0,0.05157092237369227,0.051038877303364066,-0.0005320450703282034,0.10117936023934297,1.1064750816022462,0.6649940770118832,1.944479004176688,0.7661734372512262,2.1515175648202556,-0.2941054879477054,-2.9596588861304127,0.06956084803292575,0.748133061778683,0.19484046164290564,0.6001357773251867,0.20638153428377462,b4c4ead1aeb8c4060d50370e0f9a648a06828097baa59b8caff1a44fcac5a877,75ef6041b81e5cf85531ff51a4c94ef14df93e46da39a72180931b0fd7331954
development,20260827,400,0,300,16,1473,0.05129837067209776,lower_alpha_favorable,0.12500505887581007,0.9910137592517808,0.05455549069255386,0.05401865548246058,-0.0005368352100932824,0.0,0.0,0.05158979795867617,0.051108040291777304,-0.0004817576668988688,0.09551919589528934,1.1002299417299846,0.6811708843984626,1.9761902684636856,0.776690080293752,2.1742637039191637,-0.29630126911247423,-2.957370746772874,0.06987345367263269,0.748133061778683,0.19484046164290564,0.5974202308214528,0.20638153428377462,79167394eee2fc8b33bb8cd8f8573837c191b8ce0d44cb08a83ef517a1cddcf2,8f609cf18509860668aa29edec67452b9c9f7be2d8c272675b1ea84d2233d53f
development,20260828,120,0,100,16,1473,0.04913441955193483,lower_alpha_favorable,0.12807333546557914,0.985982133542798,0.04012669806331717,0.04513201671787369,0.005005318654556515,0.0,0.0,0.038597685212269056,0.043111137013297364,0.004513451801028308,-0.28351097035952894,0.7531348599345576,0.7295645302684084,2.0741771696031117,0.44605355990887946,1.5621351321084969,-0.768725256033826,-3.129135269664996,0.09438151755319663,0.778682959945689,0.18194161575016973,0.6177868295994569,0.18601493550577053,bfb339dddfec89238b07b555c22ae1ba684d70c5efdab29086fb48af283bb490,fbac5ea8b2721fc9d919cf549b389f2fb08effd7456b2deaec329d2c30f2bae5
development,20260828,140,0,100,16,1473,0.04904955872369314,lower_alpha_favorable,0.1250493422519816,0.9604899865764664,0.040662942287139174,0.044636021581841115,0.003973079294701941,0.0,0.0,0.039079802746945835,0.04266312646928904,0.0035833237223432055,-0.03641696978097277,0.9642381514775903,0.7159925412788308,2.0462166291587325,0.6795755714978581,1.9730401400227224,-0.6489002790704372,-3.097660075606793,0.0864006744959634,0.7556008146639511,0.18058384249830278,0.6082824168363883,0.18601493550577053,fff552c5c17569d3a61f7280828e32bc105a6b78ec8cb69328cbdfa9c4785371,fef2cbd165b9401fc41cf56d0397862653686f573787caeadc56ddd4e4502a7a
development,20260828,160,0,100,16,1473,0.04260013577732519,lower_alpha_favorable,0.12453382387950064,0.895380165801858,0.040140181941073,0.040647878849495556,0.0005076969084225544,0.0,0.0,0.03853499910768705,0.03899944010164454,0.00046444099395749616,0.2365374215633187,1.2668549624263021,0.7033761806446309,2.0205629902880577,0.9399136022079496,2.5597602511413537,-0.5020045054227227,-3.0255377462217288,0.08017582521376547,0.7257298031228785,0.18126272912423624,0.5879158180583842,0.18669382213170402,064764c7c038b530b567786aa7b37fd7b40d41db279eb976f865afdea1b269c5,121e19adf86b7273e78dfe1986f8efc61ce1f96e1d25af773f0e507866e99e32
development,20260828,180,0,100,16,1473,0.04675831636116769,lower_alpha_favorable,0.12330253943834178,0.8730338317037297,0.040581098056264725,0.041215608864117126,0.0006345108078524009,0.0,0.0,0.03897243056279898,0.039547604056475096,0.0005751734936761121,0.46084214762075626,1.585408571012391,0.664742772076939,1.943990408402879,1.1255849196976953,3.082019055447803,-0.4627961468882642,-2.992335313600316,0.07969573827391686,0.714867617107943,0.17718940936863545,0.5824847250509165,0.18601493550577053,51f0a7c3d61f75e5e9fca51fac9926315549cd9dad9b25b05ad0d469b43170c4,a407c89c33df5fa8198ad5909d264ececdb7621b23c5f67cf326d7de9444261a
development,20260828,200,0,100,16,1473,0.04518839103869654,lower_alpha_favorable,0.12162868435456628,0.8143660091513446,0.040771117962962775,0.040074821672017,-0.0006962962909457734,0.0,0.0,0.03912834620443855,0.03849497893164088,-0.0006333672727976691,0.7979278947306039,2.2209341479227422,0.6105925729754861,1.8415223118826805,1.4085204677060899,4.089899786621879,-0.4346315655902817,-2.8743314323908855,0.08718701525330746,0.6782077393075356,0.17854718262050237,0.5607603530210454,0.18737270875763748,67c35d590fce938514ca71474d83cfc1ceed747806b574139b545acfa3c478d8,8c8602e825522f28b95bfcb247fc25ba690a975ee7f1e807cd5363c49c73872e
development,20260828,220,0,200,16,1473,0.0461642905634759,lower_alpha_favorable,0.11821827847195403,0.9872599295460117,0.040808912870494166,0.04611459694819046,0.005305684077696292,0.0,0.0,0.03917222557105707,0.0439880433659518,0.004815817794894733,0.8135850193771762,2.2559812431104915,0.7936537359765669,2.211461780413951,1.607238755353743,4.9890162964696065,-0.3930470632762457,-3.1052972771941336,0.06638725299353265,0.6829599456890699,0.1697216564833673,0.5390359809911744,0.17990495587236932,1af1da27dbd5acfbe1ca257f0910ec1f68219eff8a44bdc4a5617c27e82c6eec,1795f643e40ac53f6b8ffdbdcb4f0ea4fb5a08bb2ca3f78237250a62269a2e7a
development,20260828,240,0,200,16,1473,0.04998302783435166,lower_alpha_favorable,0.12054077859679174,0.9803541074265478,0.04151221330226521,0.0508517959859775,0.009339582683712287,0.0,0.0,0.03986070414784946,0.048266645589079296,0.008405941441229837,0.770606002352014,2.1610754738696683,0.7780235759712172,2.177165009179093,1.5486295783232311,4.705017903904168,-0.38849275075975864,-2.9836032938193195,0.07463762494697156,0.6897488119484046,0.1690427698574338,0.5458248472505092,0.17990495587236932,45e49a6f85818d00cebb48a1c1caea6ca34c4e5204e8e3330a4685dd10afb233,eee7e539cc8b0be97402d89b8b9d37709cd1b4baac49eff634ff392958d4e050
development,20260828,260,0,200,16,1473,0.05091649694501019,lower_alpha_favorable,0.12170012093711356,0.9602027626964105,0.04161305547780355,0.05354934159097737,0.011936286113173822,0.0,0.0,0.03996796311473853,0.05068874147707998,0.010720778362341449,0.7160790144783249,2.046393579708144,0.7642759656605623,2.147438992075858,1.480354980138887,4.394505366198963,-0.3976786742577403,-2.855516978320921,0.0856198351133474,0.6924643584521385,0.17040054310930075,0.5458248472505092,0.18058384249830278,9f3ad683230a8b8783c1dd63f3b4ec130f6c73ca17e23e8d12329e7a044547cc,3c0fb07d93fea8483790c4f49b087948ae4a5e120ed292b5df322736aabe9f22
development,20260828,280,0,200,16,1473,0.04989816700610998,lower_alpha_favorable,0.1222703123616215,0.9714225870623794,0.04125395619336741,0.05248649125028596,0.011232535056918555,0.0,0.0,0.039626789672338264,0.04973835890891261,0.010111569236574344,0.6191594634177959,1.857366201307493,0.7815758027759592,2.184912545439296,1.400735266193755,4.058182714711671,-0.41049949158559773,-2.9180978254270427,0.08146365298620255,0.6958587915818059,0.1710794297352342,0.5492192803801765,0.17990495587236932,33821252b79cfe4f29862ef93faa03d04bb7e39445e02fd82731f95bdf376ab2,cc24f0d36582e23824ee6b69b89619044ca6401d4f2d9eef0db0c67a25ebffbf
development,20260828,300,0,200,16,1473,0.050470977596741344,lower_alpha_favorable,0.12323447793096144,0.9575070164732001,0.04139546897565085,0.05406593684037657,0.01267046786472572,0.0,0.0,0.03976424898066827,0.05115573504591238,0.011391486065244108,0.48245071840867076,1.620039802535248,0.7725514834825501,2.165283897803051,1.255002201891221,3.5078460982296074,-0.4378904608563534,-2.837413016557573,0.09076127640037078,0.714867617107943,0.1710794297352342,0.560081466395112,0.17990495587236932,922bb54097e99863b1aa304a815f82877e05989fd504555f88815a6e4c993a3d,9405bc8ee9c6fac3d542ab93992463b78b7ad670ddda2a563006f93301ecc6f0
